pi0_KE,pi0_cos,Ratio
535.0,-0.78,0.0
545.0,-0.78,0.0
555.0,-0.78,0.0
565.0,-0.78,0.0
575.0,-0.78,0.0
585.0,-0.78,0.0
595.0,-0.78,0.0
605.0,-0.78,0.0
615.0,-0.78,0.0
625.0,-0.78,0.0
635.0,-0.78,0.0
645.0,-0.78,0.0
655.0,-0.78,0.0
665.0,-0.78,0.0
675.0,-0.78,0.0
685.0,-0.78,0.0
695.0,-0.78,0.0
705.0,-0.78,0.0
715.0,-0.78,0.0
725.0,-0.78,0.0
735.0,-0.78,0.0
745.0,-0.78,0.0
755.0,-0.78,0.0
765.0,-0.78,0.0
775.0,-0.78,0.0
785.0,-0.78,0.0
795.0,-0.78,0.0
805.0,-0.78,0.0
815.0,-0.78,0.0
825.0,-0.78,0.0
835.0,-0.78,0.0
845.0,-0.78,0.0
855.0,-0.78,0.0
865.0,-0.78,0.0
875.0,-0.78,0.0
885.0,-0.78,0.0
895.0,-0.78,0.0
905.0,-0.78,0.0
915.0,-0.78,0.0
925.0,-0.78,0.0
935.0,-0.78,0.0
945.0,-0.78,0.0
955.0,-0.78,0.0
965.0,-0.78,0.0
975.0,-0.78,0.0
985.0,-0.78,0.0
995.0,-0.78,0.0
5.0,-0.74,0.7941717711495314
15.0,-0.74,0.808249896022081
25.0,-0.74,0.8579039649103265
35.0,-0.74,0.8645651333103798
45.0,-0.74,0.8984537302954153
55.0,-0.74,0.9117115815071387
65.0,-0.74,0.9504063351906576
75.0,-0.74,0.9343383377340397
85.0,-0.74,0.968241363405065
95.0,-0.74,0.9519737087959059
105.0,-0.74,1.0081631421377748
115.0,-0.74,1.055775926839716
125.0,-0.74,1.044628544727981
135.0,-0.74,1.0716665887270456
145.0,-0.74,1.0789189616440915
155.0,-0.74,1.0636248830298056
165.0,-0.74,1.1239236663262075
175.0,-0.74,1.1175423388834202
185.0,-0.74,1.0130474180882842
195.0,-0.74,1.114124146215991
205.0,-0.74,1.0710992432313138
215.0,-0.74,1.164627528708763
225.0,-0.74,1.221085844732771
235.0,-0.74,1.5757062163997033
245.0,-0.74,1.4061044641797087
255.0,-0.74,1.510542373353801
265.0,-0.74,1.3605827319411412
275.0,-0.74,1.829844521562322
285.0,-0.74,1.9142948208109856
295.0,-0.74,2.1746726620230565
305.0,-0.74,1.8817529166667015
315.0,-0.74,2.7060813981179686
325.0,-0.74,2.3470052125984684
335.0,-0.74,2.5908499100112965
345.0,-0.74,1.7526337626547008
355.0,-0.74,3.810073397075436
365.0,-0.74,9.6013849606301
375.0,-0.74,3.7338719291339277
385.0,-0.74,1.7069128818897956
395.0,-0.74,2.1336411023622444
405.0,-0.74,3.911675354330781
415.0,-0.74,3.2004616535433668
425.0,-0.74,4.26728220472449
435.0,-0.74,3.2004616535433668
445.0,-0.74,1.0668205511811224
455.0,-0.74,2.133641102362245
465.0,-0.74,0.0
475.0,-0.74,0.0
485.0,-0.74,0.0
495.0,-0.74,0.0
505.0,-0.74,0.0
515.0,-0.74,0.0
525.0,-0.74,0.0
535.0,-0.74,0.0
545.0,-0.74,0.0
555.0,-0.74,0.0
565.0,-0.74,0.0
575.0,-0.74,0.0
585.0,-0.74,0.0
595.0,-0.74,0.0
605.0,-0.74,0.0
615.0,-0.74,0.0
625.0,-0.74,0.0
635.0,-0.74,0.0
645.0,-0.74,0.0
655.0,-0.74,0.0
665.0,-0.74,0.0
675.0,-0.74,0.0
685.0,-0.74,0.0
695.0,-0.74,0.0
705.0,-0.74,0.0
715.0,-0.74,0.0
725.0,-0.74,0.0
735.0,-0.74,0.0
745.0,-0.74,0.0
755.0,-0.74,0.0
765.0,-0.74,0.0
775.0,-0.74,0.0
785.0,-0.74,0.0
795.0,-0.74,0.0
805.0,-0.74,0.0
815.0,-0.74,0.0
825.0,-0.74,0.0
835.0,-0.74,0.0
845.0,-0.74,0.0
855.0,-0.74,0.0
865.0,-0.74,0.0
875.0,-0.74,0.0
885.0,-0.74,0.0
895.0,-0.74,0.0
905.0,-0.74,0.0
915.0,-0.74,0.0
925.0,-0.74,0.0
935.0,-0.74,0.0
945.0,-0.74,0.0
955.0,-0.74,0.0
965.0,-0.74,0.0
975.0,-0.74,0.0
985.0,-0.74,0.0
995.0,-0.74,0.0
5.0,-0.7,0.8270134227671017
15.0,-0.7,0.8064262375419002
25.0,-0.7,0.8256699207436982
35.0,-0.7,0.8490604702430131
45.0,-0.7,0.8765283047927254
55.0,-0.7,0.9062871020471694
65.0,-0.7,0.9164699418087188
75.0,-0.7,0.9314686760681
85.0,-0.7,0.9399314643462944
95.0,-0.7,0.9740418543932504
105.0,-0.7,0.9783425836379785
115.0,-0.7,0.9909466393737895
125.0,-0.7,1.0399169617505868
135.0,-0.7,1.0915842594258092
145.0,-0.7,1.039507374418955
155.0,-0.7,1.1048127360522448
165.0,-0.7,1.0836946899520008
175.0,-0.7,1.0631240142747427
185.0,-0.7,1.0704125395689372
195.0,-0.7,1.1062512902391513
205.0,-0.7,1.2008640660316
215.0,-0.7,1.2535141476378184
225.0,-0.7,1.2184011690647707
235.0,-0.7,1.289590503863955
245.0,-0.7,1.314199229715875
255.0,-0.7,1.442252173722214
265.0,-0.7,1.7461888623810409
275.0,-0.7,1.8914793821554865
285.0,-0.7,1.5854138746719455
295.0,-0.7,1.9736180196850763
305.0,-0.7,2.499408148481486
315.0,-0.7,1.894526151235441
325.0,-0.7,2.980822128300194
335.0,-0.7,2.2567357813446813
345.0,-0.7,2.7115022342520185
355.0,-0.7,1.855340089010647
365.0,-0.7,3.911675354330781
375.0,-0.7,8.53456440944898
385.0,-0.7,4.089478779527635
395.0,-0.7,12.268436338582905
405.0,-0.7,3.2004616535433668
415.0,-0.7,0.0
425.0,-0.7,6.4009233070867335
435.0,-0.7,0.0
445.0,-0.7,4.26728220472449
455.0,-0.7,1.0668205511811224
465.0,-0.7,0.0
475.0,-0.7,0.0
485.0,-0.7,0.0
495.0,-0.7,0.0
505.0,-0.7,0.0
515.0,-0.7,0.0
525.0,-0.7,0.0
535.0,-0.7,0.0
545.0,-0.7,0.0
555.0,-0.7,0.0
565.0,-0.7,0.0
575.0,-0.7,0.0
585.0,-0.7,0.0
595.0,-0.7,0.0
605.0,-0.7,0.0
615.0,-0.7,0.0
625.0,-0.7,0.0
635.0,-0.7,0.0
645.0,-0.7,0.0
655.0,-0.7,0.0
665.0,-0.7,0.0
675.0,-0.7,0.0
685.0,-0.7,0.0
695.0,-0.7,0.0
705.0,-0.7,0.0
715.0,-0.7,0.0
725.0,-0.7,0.0
735.0,-0.7,0.0
745.0,-0.7,0.0
755.0,-0.7,0.0
765.0,-0.7,0.0
775.0,-0.7,0.0
785.0,-0.7,0.0
795.0,-0.7,0.0
805.0,-0.7,0.0
815.0,-0.7,0.0
825.0,-0.7,0.0
835.0,-0.7,0.0
845.0,-0.7,0.0
855.0,-0.7,0.0
865.0,-0.7,0.0
875.0,-0.7,0.0
885.0,-0.7,0.0
895.0,-0.7,0.0
905.0,-0.7,0.0
915.0,-0.7,0.0
925.0,-0.7,0.0
935.0,-0.7,0.0
945.0,-0.7,0.0
955.0,-0.7,0.0
965.0,-0.7,0.0
975.0,-0.7,0.0
985.0,-0.7,0.0
