prodgenie_bnb_intrinsic_nue_overlay_run1		1	1.42319e+20	intrinsic_nue		1
prodgenie_bnb_intrinsic_nue_overlay_run2		2	2.5413e+20	intrinsic_nue		1
prodgenie_bnb_intrinsic_nue_overlay_run3		3	2.40466e+20	intrinsic_nue		1
prodgenie_bnb_nu_overlay_run1				1	1.42319e+20	nu_overlay		2
prodgenie_bnb_nu_overlay_run2				2	2.5413e+20	nu_overlay		2
prodgenie_bnb_nu_overlay_run3				3	2.40466e+20	nu_overlay		2			
prodgenie_dirt_overlay_run1				1	1.42319e+20	dirt			4
prodgenie_dirt_overlay_run2				2	2.5413e+20	dirt			4
prodgenie_dirt_overlay_run3			 	3	2.40466e+20	dirt			4
