167.425,0,339.3,0,56.0035,0,259.14,0,0,10.9717,279.447,792.933,1015.56,952.826,830.293,613.25,379.541,242.292,186.776,102.53,51.0152,64.0221,48.5067,106.425,0.239194,160.8,1042.67,1218.45,881.46,553.556,372.008,194.391,108.858,56.5488,22.6236,21.316,-8.66309,1.2342,9.93512,12.9175,0,7.37685,37.6756,791.427,1540.53,2526.35,2640.58,2566.25,2428.56,2049.84,1691.8,1260.56,836.567,446.877,378.983,582.815,11.3127,12.5022,681.043,1263.29,1413.05,1227.8,1364.94,861.388,494.503,775.708,467.104,123.835,243.48,-43.3368,227.296,43.3935,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339.3,0,1558.85,0,122.254,0,625.041,0,0,23.0191,706.397,1977.28,2522.19,1880.25,1786.39,1405.67,661.094,492.576,175.565,83.1361,102.406,3.32334,164.034,45.3708,0.279716,765.151,3766.22,3501.43,2915.6,1645.55,1063.38,675.417,503.235,-17.5315,132.316,75.8707,-30.1933,-7.66102,19.068,86.5452,0,19.1552,332.495,3050.15,4640.01,6324.23,6508.94,6338.11,5212.89,2908.98,1954.16,1176.5,180.962,-191.504,30.7735,-3361.67,42.6256,82.3632,2694.56,5592.49,6684.52,6813.17,6178.18,5302.52,3756.47,4112.12,1852.77,352.539,1141.8,-222.953,302.075,15.0474,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56.0035,0,122.254,0,90.1316,0,173.097,0,0,8.94459,232.879,495.088,729.694,655.77,642.323,391.934,319.122,203.73,146.033,99.3455,73.6227,47.2854,37.1757,33.3935,0.0578074,164.469,899.178,960.726,689.939,449.428,366.373,159.213,129.285,76.0871,39.3732,24.9497,10.3461,16.181,14.0837,9.67738,0,0.307953,24.1257,434.925,740.442,1154.46,1167.27,1586.21,1571.64,1276.03,1159.91,928.352,699.006,512.688,269.802,975.89,-5.00309,7.5918,391.036,621.565,867.72,1024.43,1041.63,930.631,900.897,802.346,593.806,402.133,361.401,202.348,217.472,524.875,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259.14,0,625.041,0,173.097,0,1253.82,0,0,28.2003,789.555,1729.54,2503.93,2315.38,2208.52,1618.87,1067.42,784.725,614.841,375.097,178.349,272.931,197.216,321.523,0.123201,393.578,3026.97,3458.59,2784.09,1905.14,1368.89,673.35,450.267,384.969,83.1101,72.1563,0.463938,42.4946,37.7426,75.5804,0,27.0806,-12.9691,1875.52,2537.17,5275.24,5696.59,6275.64,6225.92,6228.7,4986.32,4702.85,3442.98,2304.1,1702.53,4331.16,16.4621,53.6407,1730.77,2982.12,3683.86,3381.64,3159.05,2764.41,2145.37,2986.28,2273.28,1301.63,1135.7,375.484,1328.76,1256.37,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.133719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10.9717,0,23.0191,0,8.94459,0,28.2003,0,0,21.1193,38.1391,110.718,95.2019,129.054,100.789,58.3576,42.5213,17.0834,28.5432,5.404,5.54045,17.8222,-0.507072,14.3884,0.0840973,33.0647,136.582,177.303,80.4276,103.11,49.292,9.88687,-8.54015,15.5588,2.36384,6.16752,-3.86173,-0.393538,-4.11422,-9.63795,0,4.2236,-5.36361,39.1498,264.406,389.437,265.423,426.661,365.669,272.636,359.003,128.557,102.151,72.3968,22.831,122.572,5.14532,-0.331207,102.622,172.052,312.383,245.94,264.968,98.665,239.833,204.612,176.498,61.071,26.2258,-80.0595,73.5003,64.6554,
279.447,0,706.397,0,232.879,0,789.555,0,0,38.1391,1573.11,2317.14,2890.18,2296.81,2409.27,1440.31,901.893,780.934,432.021,275.323,10.4721,220.628,233.11,77.2423,0.325695,773.216,4786.42,4943.32,3220.73,1812.46,1577.38,296.452,468.952,278.056,-0.918796,43.0908,-76.6936,19.7088,23.4645,17.2487,0,43.2086,4.3865,3522.61,3826,8264.63,6954.91,9511.92,8562.25,7036.11,5456.6,4674.74,2981.42,1667.68,581.734,2326.01,14.6905,144.549,3240.8,5723.87,7293.07,7522.3,6986.68,5959.93,5298.99,5846.35,3668.49,1645.62,1774.5,132.143,1892.41,1842.16,
