0,0,0.158577,0,-0.166162,0,-0.781435,0,0,-0.0376338,0.157383,-1.03861,1.52851,0.0471521,0.0190085,-0.60729,1.08758,1.21083,-0.154202,-0.42843,-0.208773,-0.433526,-0.186364,-0.258962,0.0164897,0.288377,0.399775,-0.325091,0.140549,0.0868605,0.814897,-0.0692571,0.486218,0.177165,-0.103162,-0.553736,-0.0647027,-0.0709989,0.0302877,-0.184278,0,0.047875,0.0890006,-1.74625,2.47894,7.20371,-3.29831,0.163845,8.29477,-1.28554,9.32767,-1.48152,0.0217755,-1.74772,-0.62852,-0.562751,-0.0032594,-0.166042,2.91249,2.74511,-0.328773,0.509062,-3.19982,3.04323,4.05192,-0.170994,-1.87292,-1.27949,1.48533,-0.529465,-2.50617,-1.12215,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.158577,0,0,0,-0.597328,0,1.90072,0,0,-0.0733773,-0.211499,2.06832,-2.56888,2.08011,-0.346834,0.162856,1.45851,-0.00340681,-0.147305,1.54735,-1.05307,0.212894,-0.894409,0.520318,0.0789356,0.600141,1.02048,1.0632,0.688843,3.60543,-1.79294,-0.624223,-0.878824,-1.01557,-0.274878,-0.151097,0.0482272,0.102,-0.0801855,-0.503615,0,0.163479,1.22222,-1.04173,-4.39542,9.63643,1.84855,-4.45257,-16.1034,5.48884,10.9953,8.39145,3.34436,1.96026,-4.08498,-1.46681,0.184745,1.03585,6.05197,11.0441,0.473458,11.5457,-2.001,8.63589,5.89622,-3.55083,-2.09296,-0.323467,1.1478,0.0291868,-0.069641,-2.22966,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.166162,0,-0.597328,0,0,0,-0.321398,0,0,-0.338632,0.66682,0.834623,-1.0637,-0.808494,2.53806,1.32657,0.0226463,0.637398,0.444195,-0.697511,-0.165158,0.224782,-0.619846,-0.26941,-0.0318024,0.968905,0.108542,-0.364603,1.84407,-0.341887,1.45335,0.5382,0.189466,-0.0737712,-0.298604,0.599108,-0.0484166,-0.0270204,-0.203725,-0.160321,0,-0.0567676,0.559004,2.10446,-4.48441,-7.01402,1.44637,7.42036,9.13561,-0.449367,-5.63056,-5.13013,-0.870373,-0.660143,1.70543,-2.04436,0.298261,-0.262746,0.458993,3.29253,3.87029,-2.88989,0.915712,-0.141556,-5.08331,2.82753,2.15695,0.0313206,0.499185,1.68101,-0.0257935,0.868199,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.781435,0,1.90072,0,-0.321398,0,0,0,0,-0.113339,0.86555,1.52997,1.15459,-5.61207,2.29413,-6.28579,2.94042,-0.406612,0.793872,-0.100769,1.14917,0.746961,-0.292131,0.744018,-0.0306358,1.65767,-5.7113,0.63666,1.62807,-0.347529,0.593561,-2.38294,-1.1776,-1.09912,0.239187,-0.523742,-0.365596,-0.0446979,-0.177196,0.815077,0,0.243589,0.801061,12.9526,5.44798,3.4216,3.9678,-28.4684,12.9646,7.10027,1.10691,22.6912,-1.54265,0.113334,3.14827,12.0875,-0.14357,-1.5107,4.06735,3.81066,-4.70167,-12.7158,-6.53975,4.18312,9.05254,4.61628,-13.3369,6.77534,-4.08719,-3.49213,1.39947,-0.272438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.0376338,0,-0.0733773,0,-0.338632,0,-0.113339,0,0,0,-0.133962,-0.503007,-0.260945,0.118304,0.00843092,-0.0987071,-0.0130331,0.0213825,0.454674,0.240893,-0.024091,-0.190622,-0.00752245,-0.0490974,-0.0227093,-0.0368446,-0.564981,-0.242033,-0.978268,-0.636115,0.148047,0.189373,0.170409,-0.0403606,-0.0640525,-0.0302146,0.123907,0.000722766,0.082252,-0.159528,0,-0.0257723,0.0338672,-1.15315,-0.893355,-2.2287,3.18635,-0.611739,-3.80522,-1.07583,1.05224,-1.16845,0.83905,-1.18039,0.292613,-1.21782,0.0581353,-0.0648132,1.44802,1.55474,0.353656,0.935985,-0.0554218,-1.26356,-0.0637753,1.4721,0.673856,-3.50222,0.167465,-0.409914,-0.257443,-0.188332,
