pi0_KE,pi0_cos,Ratio
5.0,-0.98,0.7784376427592508
15.0,-0.98,0.7486956521739131
25.0,-0.98,0.8005514705882353
35.0,-0.98,0.8
45.0,-0.98,0.7932038834951456
55.0,-0.98,0.7768115942028986
65.0,-0.98,0.7444286391654813
75.0,-0.98,0.775213246362268
85.0,-0.98,0.7617853560682046
95.0,-0.98,0.7584467977811397
105.0,-0.98,0.7971014492753623
115.0,-0.98,0.7682119205298014
125.0,-0.98,0.8242521367521367
135.0,-0.98,0.7720065609622745
145.0,-0.98,0.8455240174672489
155.0,-0.98,0.7521231422505308
165.0,-0.98,0.8008776741634668
175.0,-0.98,0.7800429184549357
185.0,-0.98,0.8140954495005549
195.0,-0.98,0.7899391929242675
205.0,-0.98,0.7534246575342466
215.0,-0.98,0.7641561297416163
225.0,-0.98,0.7669300225733634
235.0,-0.98,0.8097475044039929
245.0,-0.98,0.7623762376237624
255.0,-0.98,0.770962296004502
265.0,-0.98,0.7399783315276273
275.0,-0.98,0.7502818489289741
285.0,-0.98,0.7644368210405946
295.0,-0.98,0.7656976744186047
305.0,-0.98,0.7993975903614458
315.0,-0.98,0.7320261437908496
325.0,-0.98,0.7699475829935934
335.0,-0.98,0.72822910578609
345.0,-0.98,0.7767154105736783
355.0,-0.98,0.7768739105171412
365.0,-0.98,0.7795414462081128
375.0,-0.98,0.7767548906789413
385.0,-0.98,0.7555928411633109
395.0,-0.98,0.7518126045733408
405.0,-0.98,0.754016620498615
415.0,-0.98,0.7750429307384087
425.0,-0.98,0.8032602585722316
435.0,-0.98,0.8798334324806663
445.0,-0.98,0.8136467889908257
455.0,-0.98,0.7946477334789732
465.0,-0.98,0.789556135770235
475.0,-0.98,0.7682539682539683
485.0,-0.98,0.7781837160751566
495.0,-0.98,0.8333333333333334
505.0,-0.98,0.7876641326883207
515.0,-0.98,0.7533412282185755
525.0,-0.98,0.7535806729939604
535.0,-0.98,0.7490909090909091
545.0,-0.98,0.7570842986989842
555.0,-0.98,0.7656277827248442
565.0,-0.98,0.7576249774408952
575.0,-0.98,0.7559155442300691
585.0,-0.98,0.7729233077067317
595.0,-0.98,0.7474990737310114
605.0,-0.98,0.7594070695553021
615.0,-0.98,0.7137735849056603
625.0,-0.98,0.7610928114706452
635.0,-0.98,0.7295898811805289
645.0,-0.98,0.7505877742946708
655.0,-0.98,0.7899298390425092
665.0,-0.98,0.7401794616151546
675.0,-0.98,0.7517934002869441
685.0,-0.98,0.7448704663212435
695.0,-0.98,0.7665468386551068
705.0,-0.98,0.7014685174009254
715.0,-0.98,0.7339546706206312
725.0,-0.98,0.7488673139158576
735.0,-0.98,0.7178494623655914
745.0,-0.98,0.7528165840468679
755.0,-0.98,0.7229849424269265
765.0,-0.98,0.7693714285714286
775.0,-0.98,0.7024994470249945
785.0,-0.98,0.7434507678410117
795.0,-0.98,0.729497054825555
805.0,-0.98,0.7201112140871178
815.0,-0.98,0.7363977485928705
825.0,-0.98,0.7123479887745556
835.0,-0.98,0.7431888178156835
845.0,-0.98,0.7162914548535464
855.0,-0.98,0.7030873130728413
865.0,-0.98,0.7132564841498559
875.0,-0.98,0.7267639902676399
885.0,-0.98,0.7477678571428571
895.0,-0.98,0.7173170731707317
905.0,-0.98,0.6757822123675782
915.0,-0.98,0.7337951509153884
925.0,-0.98,0.7586901763224181
935.0,-0.98,0.6935832732516222
945.0,-0.98,0.7387072622909908
955.0,-0.98,0.7670623145400594
965.0,-0.98,0.706441644877585
975.0,-0.98,0.7178798241328774
985.0,-0.98,0.7274231678486998
995.0,-0.98,0.7459943449575872
5.0,-0.94,0.7803562340966921
15.0,-0.94,0.7658889782783588
25.0,-0.94,0.756294058408862
35.0,-0.94,0.7757299647960241
45.0,-0.94,0.8044335500373015
55.0,-0.94,0.7842528119978576
65.0,-0.94,0.8041689522764673
