pi0_KE,pi0_cos,Ratio
5.0,-0.98,0.7938718662952646
15.0,-0.98,0.7466666666666667
25.0,-0.98,0.7397078353253652
35.0,-0.98,0.8234442836468886
45.0,-0.98,0.8473520249221184
55.0,-0.98,0.7905308464849354
65.0,-0.98,0.7009222661396575
75.0,-0.98,0.7687943262411348
85.0,-0.98,0.7582260371959942
95.0,-0.98,0.7496339677891655
105.0,-0.98,0.7897897897897898
115.0,-0.98,0.7826725403817915
125.0,-0.98,0.838258164852255
135.0,-0.98,0.7914691943127962
145.0,-0.98,0.9523052464228935
155.0,-0.98,0.7241379310344828
165.0,-0.98,0.8441558441558441
175.0,-0.98,0.816793893129771
185.0,-0.98,0.899513776337115
195.0,-0.98,0.781010719754977
205.0,-0.98,0.784
215.0,-0.98,0.7917282127031019
225.0,-0.98,0.856655290102389
235.0,-0.98,0.8766447368421053
245.0,-0.98,0.7864506627393225
255.0,-0.98,0.8143525741029641
265.0,-0.98,0.7480680061823802
275.0,-0.98,0.7522935779816514
285.0,-0.98,0.7807807807807807
295.0,-0.98,0.7444933920704846
305.0,-0.98,0.8296795952782462
315.0,-0.98,0.7312138728323699
325.0,-0.98,0.8110749185667753
335.0,-0.98,0.7361111111111112
345.0,-0.98,0.7571214392803598
355.0,-0.98,0.7870662460567823
365.0,-0.98,0.7576687116564417
375.0,-0.98,0.8153846153846154
385.0,-0.98,0.8006182380216383
395.0,-0.98,0.7975646879756468
405.0,-0.98,0.7032640949554896
415.0,-0.98,0.8042071197411004
425.0,-0.98,0.7907692307692308
435.0,-0.98,0.8859504132231405
445.0,-0.98,0.8316831683168316
455.0,-0.98,0.775811209439528
465.0,-0.98,0.7852062588904695
475.0,-0.98,0.724087591240876
485.0,-0.98,0.7322175732217573
495.0,-0.98,0.7742402315484804
505.0,-0.98,0.7783046828689982
515.0,-0.98,0.753329473074696
525.0,-0.98,0.7196581196581197
535.0,-0.98,0.7729697688203913
545.0,-0.98,0.7624475104979004
555.0,-0.98,0.7510324483775811
565.0,-0.98,0.8210399032648126
575.0,-0.98,0.807574832009774
585.0,-0.98,0.8122977346278317
595.0,-0.98,0.8090796019900498
605.0,-0.98,0.7896725440806045
615.0,-0.98,0.7393860222077073
625.0,-0.98,0.7828315182575273
635.0,-0.98,0.7151515151515152
645.0,-0.98,0.7616316124920331
655.0,-0.98,0.7904699738903395
665.0,-0.98,0.7788586251621271
675.0,-0.98,0.7986348122866894
685.0,-0.98,0.7264337508239948
695.0,-0.98,0.7529960053262317
705.0,-0.98,0.7267326732673267
715.0,-0.98,0.7767918088737201
725.0,-0.98,0.7427019687712152
735.0,-0.98,0.7378706199460916
745.0,-0.98,0.7910014513788098
755.0,-0.98,0.7391920623671155
765.0,-0.98,0.7340043134435658
775.0,-0.98,0.7120677487649965
785.0,-0.98,0.7374735356386732
795.0,-0.98,0.7288256227758008
805.0,-0.98,0.7017291066282421
815.0,-0.98,0.7684441197954711
825.0,-0.98,0.7416607523066004
835.0,-0.98,0.7403560830860534
845.0,-0.98,0.7461656441717791
855.0,-0.98,0.6843615494978479
865.0,-0.98,0.7086614173228346
875.0,-0.98,0.750375939849624
885.0,-0.98,0.8529411764705882
895.0,-0.98,0.7139722019019751
905.0,-0.98,0.6887072808320951
915.0,-0.98,0.7846515270164448
925.0,-0.98,0.7646610814927647
935.0,-0.98,0.7380239520958084
945.0,-0.98,0.7361963190184049
955.0,-0.98,0.7651851851851852
965.0,-0.98,0.6884779516358464
975.0,-0.98,0.7052401746724891
985.0,-0.98,0.7334254143646409
995.0,-0.98,0.7636867636867637
5.0,-0.94,0.8163338088445078
15.0,-0.94,0.7641311933007676
25.0,-0.94,0.7813390313390314
35.0,-0.94,0.7814616755793227
45.0,-0.94,0.8316648127549129
55.0,-0.94,0.8057713651498335
65.0,-0.94,0.8080621301775148
75.0,-0.94,0.7743263473053892
85.0,-0.94,0.7928730512249443
95.0,-0.94,0.7836213373403456
105.0,-0.94,0.7607129313613955
115.0,-0.94,0.8014649190439476
125.0,-0.94,0.8276278695126863
135.0,-0.94,0.7820563715760223
145.0,-0.94,0.8097345132743363
155.0,-0.94,0.7576231430805317
165.0,-0.94,0.7552978808476609
175.0,-0.94,0.7464271131073907
185.0,-0.94,0.7796610169491526
195.0,-0.94,0.7491010787055533
205.0,-0.94,0.7763894872899613
215.0,-0.94,0.7414548641542507
225.0,-0.94,0.7631464580617123
235.0,-0.94,0.7918531781557744
245.0,-0.94,0.7341217696014016
255.0,-0.94,0.8293257897218294
265.0,-0.94,0.7451790633608816
275.0,-0.94,0.7556064073226545
285.0,-0.94,0.7570271557884707
295.0,-0.94,0.8067632850241546
305.0,-0.94,0.7430683918669131
315.0,-0.94,0.7933070866141733
325.0,-0.94,0.7345948568655992
335.0,-0.94,0.7380952380952381
345.0,-0.94,0.7656992084432718
355.0,-0.94,0.7207021166752711
365.0,-0.94,0.7269467213114754
375.0,-0.94,0.7480640165203923
385.0,-0.94,0.7557651991614256
395.0,-0.94,0.7327542156361778
405.0,-0.94,0.7122153209109731
415.0,-0.94,0.7403545359749739
425.0,-0.94,0.7114788004136504
435.0,-0.94,0.7374599786552828
445.0,-0.94,0.7533656435110393
455.0,-0.94,0.7098445595854922
465.0,-0.94,0.7219613980177361
475.0,-0.94,0.6812790097988654
485.0,-0.94,0.7605711147721033
495.0,-0.94,0.7250499001996008
505.0,-0.94,0.8340260459961208
515.0,-0.94,0.8090711569799022
525.0,-0.94,0.8448707256046706
535.0,-0.94,0.8755914277762316
545.0,-0.94,0.8398665554628857
555.0,-0.94,0.8439275087909115
565.0,-0.94,0.8400568181818182
575.0,-0.94,0.8340318524727578
585.0,-0.94,0.819260096018074
595.0,-0.94,0.8363427916308398
605.0,-0.94,0.8543915961482346
615.0,-0.94,0.8176920895945563
625.0,-0.94,0.8555330829240104
